packet_id	candidate_id	selection_strata	source_file	turn_index_zero_based	token_index_zero_based	matched_form	nominal_start_form	later_predicate_form	text	previous_text	next_text	expert_class	profile_disposition	span_recommendation	decision_confidence	decision_reason	source_limit_or_note
AA56-R1-152	aa56-ff5c78b8401fc5a9c044	all_initial_indefinite_np_plus_predicate	FC-109a_v2.cha	61	0	有	啲	可能	有啲人可能覺得,佢嗰個偶像好值得,即係好值得佢去使好多錢買佢啲碟嘅話,噉佢都會買返正版𠸏.	不過我覺得其實每個人觀點角度都唔同𠸏,即係有啲人覺得,邊一樣嘢值得囖.	嗯.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-153	aa56-ad32a436b822f5bda57b	all_initial_indefinite_np_plus_predicate	FC-109a_v2.cha	88	0	有	啲	夠	有啲都未必夠-未必夠十五歲啊,噉佢哋做埋part-time,噉佢哋譬如佢哋就算有得做part-time都係麥當勞啊,啲幾蚊一個鐘啊嗰啲噉啊都唔夠賺埋賺埋都唔夠佢買一個袋喇.	嘩!咁細個根本就唔需要咁-點做part-time啊?	噉𠻺係.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-154	aa56-cd0366a6a6bc2d43b84b	all_initial_indefinite_np_plus_predicate	FC-109a_v2.cha	123	0	有	啲	為	有啲人真係純粹為錢.	唔係一定下下爭錢喎我覺得.	"啊!早排呢,咪""城市追擊""嗰度咪有個大陸嗰個人,嗰個人落來呢,寫信去啲有錢佬度啊,有冇睇啊?"	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-155	aa56-fc7a8880dfda5122fb80	all_initial_indefinite_np_plus_predicate	FC-109a_v2.cha	151	0	有	啲	可能	有啲人真係可能中-中一開始真係唔鍾意讀書.	亦都唔可以用,即係讀書嗰個讀書嘅成績來定佢嘅成就.	你逼佢夾硬讀埋中三呢,但係佢過多幾年真係,即係讀書都要講啲天份𠺢嗎,同埋自己肯唔肯去讀𠺢嗎.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-156	aa56-f0d000436def6bd2a4d3	all_human_plus_predicate	FC-R002b_v2.cha	19	4	有	人	跳	佢一開場就有人喺度跳艷舞,其實全部都見唔到嗰啲艷舞係點樣𡃉喎.	噉呢,成套戲都係𡃉喎.	佢哋排練就排咗一陣呢,就停𡃉嚹.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-157	aa56-640698a5b19b030954b8	all_human_plus_predicate	FC-R002b_v2.cha	122	1	冇	人	知	即係冇人知𡃉.	另外沿途大家都驚,有心理障礙,因為佢諗住去好遠跳𡃉.	吖到後來原來好多人知.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-158	aa56-b366a358cc986b3ac111	all_initial_indefinite_np_plus_predicate	FC-R003_v2.cha	38	0	有	啲	係	有啲門市啊,噉嗰啲都係受到影響啊.	嗯.	係.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-159	aa56-f1f1901a007f11cd1a84	all_initial_indefinite_np_plus_predicate	FC-R003_v2.cha	66	0	有	啲	係	有啲即係精品來𡃉噉樣啊.	佢嗰陣時養好多𡃉.	啲鸚鵡啊,了哥嗰啲噉樣,喀.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-160	aa56-51b64eb35cec9a8b0996	all_human_plus_predicate	FC-R004_v2.cha	33	10	有	人	行入	你一路fast-forward呢,你都見唔到有人行入過來𡃉嚹.	廿四小時有錄影帶.	以為係定格.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-161	aa56-fc196742b1a72a2a8168	all_human_plus_predicate	FC-R004_v2.cha	40	1	冇	人	行	就冇人行嘅噉樣.	反覆擰頭.	噉𠻺另一招呢,都係都幾work𡃉.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-162	aa56-b767ab03a67befc1706e	all_human_plus_predicate	FC-R004_v2.cha	72	17	有	人	封舖	噉另外有啲呢,就即係已經開-即係預計到來有人封舖嘅時候呢,佢連貨都唔要啊.	閂埋佢噉樣.	棄舖潛逃啊.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-163	aa56-62725509b22859ce0db9	all_initial_indefinite_np_plus_predicate	FC-R004_v2.cha	128	0	有	啲	細	有啲細啲呢,即係不停噉收信啊.	業主即係除咗有好多人示威之外呢,即係嗰啲大鑊喇.	據佢哋講呢就話呢,收到信呢,就大同小異嘅內容喇,同埋標點符號都一樣𡃉,基本上.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-164	aa56-b795e7128b15aaeabdff	all_human_plus_predicate	FC-R004_v2.cha	144	6	有	人	係	即係好難重係有人即係如果你話即係除非做-唔知做啲乜嘢生意啊,係唔係?	又係冇用,噉講啊真係.	噉其實個吉舖一個,噉你租俾人,你一係就話泊車𡃉啫.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	low	The heavily disfluent sequence around 重係有人 and the following hypothetical does not expose a stable NP-linked predicate.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-165	aa56-6b23e32d6bd096333084	all_human_plus_predicate	FC-R004_v2.cha	208	8	冇	人	租	黏一頭半個月又係冇人租噉日日蝕.	噉你揸住個吉舖喺度又係黏紙.	亦都冇人負擔得起.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-166	aa56-1b8b95e9b50e0be91974	all_human_plus_predicate	FC-R004_v2.cha	209	1	冇	人	負擔	亦都冇人負擔得起.	黏一頭半個月又係冇人租噉日日蝕.	邊敢搞啊?	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-167	aa56-1245f524a0dd5ed6ed69	all_human_plus_predicate	FC-R005_v2.cha	66	1	有	人	提出	其實有人提出.	佢哋有講過𡃉.	有講𡃉其實.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-168	aa56-37e5334348454a9b0de0	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-R005_v2.cha	189	0	有	人	分擔	有人分擔埋真係好啊真係.	係嘞.	好啊.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-169	aa56-748ab6bfa4e7b83a5960	all_initial_indefinite_np_plus_predicate	FC-R005_v2.cha	191	0	有	個	大單	有個大單啊.	好啊.	有個大單真係冇得頂啊.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-170	aa56-6d8cf5820b30ec6b4a3b	all_initial_indefinite_np_plus_predicate	FC-R005_v2.cha	192	0	有	個	大單	有個大單真係冇得頂啊.	有個大單啊.		positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	有 introduces 個大單 and 真係冇得頂 supplies an evaluative predicate of that nominal; the lexicalized predicate remains separately typed.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-171	aa56-c85c6ec1ca4bd33706a9	all_human_plus_predicate	FC-R006_v2.cha	53	3	有	人	剁	我真係信有人啊,剁出來𠺢嗎嗰舊嘢.	因為地下真係有塊噉嘅嘢喺度啊.	似啊.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	low	信有人 treats 有人 as a possible complement of 信, while 剁出來 follows after hesitation and may predicate of a different referent; the structure is not recoverable securely.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-172	aa56-4a33bd2f04fcd17ca3cb	all_human_plus_predicate	FC-R009_v.cha	19	3	冇	人	信	就講都冇人信.	唔係,以後我哋唔歡迎你.	如果係發生噉樣嘅事喺黎明身上呢,好大影響𠺢嗎.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-173	aa56-e1dcf12c79d6d4a38946	all_human_plus_predicate	FC-R010a_v.cha	12	18	有	人	認	如果計人口比例呢,我覺得香港真係即係認咗第二,都幾難有人認第一嚹.	就唔係計人口比例.	香港幾部𡃉,香港人.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-174	aa56-decf809719379e88bfc4	all_initial_indefinite_np_plus_predicate	FC-R011_v.cha	0	0	有	一	叫	有一單官司真係叫審死官啊.		噉呢就有個,誒,阿嬸吖,喀,就都其實都應該叫婆婆𡃉嚹,就八十歲𡃉嚹.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-175	aa56-7edc4856f034d04b96cb	all_initial_indefinite_np_plus_predicate	FC-R013a_v.cha	13	0	有	一	開心	有一班好開心嘅人一齊做嘢.	即係喺嗰段時間,同埋係有一班人好開心囖.	噉其實嗰班好開心嘅人一路做到而家𡃉其實.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-176	aa56-28485786e476b139e4dc	all_human_plus_predicate	FC-R013a_v.cha	271	8	冇	人	做	但係我覺得係我哋而家sofar冇人做過一啲乜嘢節目.	我想做啊其實.	"你覺得,""係嚹!即係嗰個係我個夢想."	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-177	aa56-84c74d46e6dc77790ac8	all_initial_indefinite_np_plus_predicate	FC-R013b_v.cha	219	0	有	個	大	有個好大嘅-嘅建築物.	不過問題佢即係當佢行出來,大家着晒西裝,好靚仔噉樣.	好宏偉噉.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-178	aa56-406457199a314d86198f	all_initial_indefinite_np_plus_predicate	FC-R017_v.cha	228	0	有	好多	會	有好多人呢,就會覺得突然之間冇咗一個安全感啊.	係.	嗯.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-179	aa56-9b5e478227f11df8dd1d	all_initial_indefinite_np_plus_predicate	FC-R017_v.cha	370	0	有	兩	係	有兩個你嘅即係手下係平過你,加埋就已經做到你嘅嘢.	嗯.	噉你嘅競爭力就已經唔夠佢嘞.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
