runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
PerfectiveVP	LANE-05	language	provisional	legacy_source_linked_posthoc	scoped_edges_recorded	4	9	4	SRC-FAN-CHAN-2022,SRC-SIO-BOND-2025,SRC-SYBESMA-2013,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R6	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R6.tsv	COMPLETE_WITH_SUBTYPE_SPLIT_BOUNDARY	SOURCE_LINKED_SPLIT_REQUIRED	R6_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve overt simple V-咗-O and V完咗O evidence, but split simple overt-object, overtly objectless, perfective-over-inner-result, placement, and motion-goal profiles before any implementation; never fabricate omitted arguments.
PolarQuestionFrame	LANE-07	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RENAME_INTERNAL_POLAR_PARTICLE_SCOPE_WRAPPER_REQUIRE_SOURCE_LINKED_PARTICLE_PROFILE	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retain only as an internal question-scope wrapper; each final-particle profile must inherit mapped language evidence and competing-analysis notes.
PoliteImperativeClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R27.tsv	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES	GENERIC_REQUEST_COMPONENTS_SOURCE_LINKED_EXACT_QING2_ADDRESSEE_PATH_TEMPLATE_GAP_AND_REALIGNMENT_REQUIRED	R27_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Decompose the unsourced path-specific wrapper into marker-specific request force plus ordinary addressee/time/path/predicate structure.
PossessiveClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to possessor+overt-classifier+noun or independently licensed ellipsis; remove result-frame ownership from the nominal construction in future design.
PossessiveNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-SIO-2011-GE3,SRC-XIA-2025-CLASSIFIERS	CP021B-R32	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R32.tsv	POSSESSIVE_SUBTYPES_LINKED_DORMANT_DUPLICATE	SOURCE_LINKED_POSSESSIVE_GE3_CLASSIFIER_AND_HEADLESS_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE	R32_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge or retire the dormant umbrella; preserve possessor+嘅, possessor+classifier, and headless possessive subtypes without inserting a silent noun.
PossessiveNominalFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-SIO-2011-GE3,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPLETE_WITH_HEADLESS_NOMINAL_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge into headless modifier-嘅 nominal and nominal-predicate structures or retire the dormant duplicate.
PossessiveTransferClause	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-LI-LEE-2021-DATIVE,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R32	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R32.tsv	COMPONENTS_LINKED_EXACT_COMBINED_CLAUSE_GAP	COMPONENTS_SOURCE_LINKED_POSSESSION_MODAL_TRANSFER_EXACT_COMBINED_TEMPLATE_GAP_AND_CLAUSE_REALIGNMENT_REQUIRED	R32_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Decompose into independently parsed possession, modal, transfer, object, and recipient material; quarantine the exact combined seven-slot template pending direct evidence.
PostposedExistentialQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	3	1	SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	EXACT_FORM_UNMAPPED_QUARANTINE	EXACT_FORM_SOURCE_GAP_QUARANTINE	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Quarantine pending direct corpus attestation and independent analysis of 有 + NP + 冇; no analogy-based licensing.
PotentialDirectionalVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_DIRECTIONAL_POTENTIAL_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Validate verb/direction/deixis combinations in corpus evidence before any productive or implementation claim.
PotentialResultVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_OVERT_RESULT_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain only overt V-得-R with licensed result material; research each result head and object-placement profile.
PreferenceVP	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R14.tsv	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS	SOURCE_LINKED_SPLIT_AND_COMPLEMENT_TYPE_REQUIRED	R14_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split 鍾意 main-verb NP, clause-like, and auxiliary-like VP uses; retire token-presence fallback and keep word-class analysis neutral.
PriorityMarkerClause	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-SYBESMA-2013;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE;SRC-ZHOU-2018-POSTVERBAL-SIN1	CP021B-R27	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R27.tsv	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES	SOURCE_LINKED_POSTVERBAL_SIN1_PRIORITY_WITH_PARTICLEIZED_AND_PREPARATORY_SUBTYPE_SPLIT_REQUIRED	R27_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split ordinary postverbal priority 先, particleized/deferral uses, preparatory V定…先, and unresolved ordering domains.
ProductiveVO	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv	VO_ORDER_LINKED_PRODUCTIVITY_UMBRELLA_DECOMPOSITION_REQUIRED	SOURCE_LINKED_VO_SURFACE_ORDER_BUT_PRODUCTIVITY_LABEL_IS_IMPLEMENTATION_UMBRELLA_DECOMPOSE_BY_VALENCY_AND_CONSTRUCTION	R33_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire the language-level productivity claim; retain only transparent internal VO composition after lexeme valency, complement type, omission, and construction-specific licensing are established.
ProgressiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_NARROWING_AND_BOUNDARY_REALIGNMENT_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Realign around independently licensed motion structure; keep the exact 行緊入/出嚟/去 fallback quarantined.
ProgressivePlaceQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LIANG-MAI-2026-GRAMMAR-CODING	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	COMPONENTS_SOURCE_LINKED_SPECIAL_NODE_MERGE_OR_RETIRE	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Compose progressive aspect with ordinary locative-wh syntax; merge or retire the special node.
ProgressivePurposeClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LAM-BODOMO-2003-VERB-ORDER,SRC-MATTHEWS-2006-SVC	CP021B-R16	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R16.tsv	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES	COMPONENTS_SOURCE_LINKED_EXACT_TEMPLATE_GAP_AND_COMPOSITION_REALIGNMENT_REQUIRED	R16_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Quarantine the exact unlinked 喺度+V緊O+VO template; compose progressive aspect with a separately evidenced serial/purpose relation instead.
ProgressiveTransitivePredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	LANGUAGE_FORM_SUPPORTED_INTERNAL_DUPLICATE_MERGE_OR_RETIRE	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge or retire the duplicate internal label while preserving V緊O spans and purpose-clause provenance.
ProgressiveVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	5	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT,SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split aspect licensing from argument frame and replace the action_verb heuristic with lexical/event compatibility evidence before implementation.
ProgressiveWhObjectQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-ALDERETE-ETAL-2017-SYNOPSIS	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	COMPONENTS_SOURCE_LINKED_SPECIAL_NODE_MERGE_OR_RETIRE	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Compose progressive aspect with ordinary wh-in-situ object syntax; merge or retire the special node.
ProhibitiveFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-CHIN-2018-PROHIBITIVES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPLETE_WITH_PROHIBITIVE_MARKER_MERGE_AND_DORMANT_DUPLICATE_RETIRE_BOUNDARY	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge into ProhibitiveImperative plus lexical-formula protection or retire the dormant duplicate; preserve 咪/唔好 distinctions.
ProhibitiveImperative	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-CHIN-2018-PROHIBITIVES;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R27.tsv	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED	R27_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split 唔好 and 咪 prohibitives, ordinary negation, lexicalized 唔好 expressions, and particle-specific directive force; retain overt marker and predicate.
PurposePredicate	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-CHOR-2018-DIRECTIONALS,SRC-MATTHEWS-2006-SVC	CP021B-R16	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R16.tsv	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES	INTERNAL_RELATIONAL_CHILD_MERGE_OR_RETIRE_REQUIRED	R16_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge into ordinary VP plus parent relation or retain only as a non-language internal child; never assign purpose from V+O form alone.
QuantifiedClassifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_SPLIT_BOUNDARY	SOURCE_LINKED_SPLIT_REQUIRED	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep overt-head X-C-N and context-dependent X-C-Ø distinct in any future design; preserve overt classifier and never fabricate the missing noun.
QuantifiedPersonNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	4	SRC-BOND-SIO-2024-CLASSIFIERS;SRC-WINTERSTEIN-ETAL-2023-NOMINAL-EXPRESSIONS;SRC-XIA-2025-CLASSIFIERS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R29	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R29.tsv	EXACT_HOU2DO1_JAN4_SOURCE_LINKED_ROLE_NEUTRAL_QUANTIFIED_NP_MERGE_AND_LEXICAL_LIST_NARROWING_REQUIRED	EXACT_HOU2DO1_JAN4_SOURCE_LINKED_ROLE_NEUTRAL_QUANTIFIED_NP_MERGE_AND_LEXICAL_LIST_NARROWING_REQUIRED	R29_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R29 source boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
QuantifiedTimeNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	3	SRC-TANG-2024-CANTONESE-GRAMMAR-GUIDE,SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R12.tsv	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_HEAD_SPECIFIC_MEASURE_REQUIRED	R12_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split duration, distributive/frequency, conventional 個字 measure, and fragment profiles; remove generic classifier/particle assumptions before implementation.
QuantityNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-YIP-MATTHEWS-2000-BASIC;SRC-BOND-SIO-2024-CLASSIFIERS;SRC-XIA-2025-CLASSIFIERS	CP021B-R19	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R19.tsv	VISIBLE_HEAD_QUANTITY_NP_LINKED_BARE_AMOUNT_REALIGNMENT_REQUIRED	VISIBLE_HEAD_QUANTITY_NP_LINKED_BARE_AMOUNT_REALIGNMENT_REQUIRED	R19_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
PostThemeParticipantRelation	LANE-01	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	13	10	5	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL until behavior review.
ReduplicatedVP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	2	SRC-LAM-2013-REDUPLICATION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R21	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R21.tsv	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES	R21_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
RelativeClauseNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-CHAN-ETAL-2018-RC,SRC-CHAN-MATTHEWS-YIP-2011-RC	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_RC_SUBTYPE_AND_ANALYSIS_SPLIT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split classifier and ge3 relatives and separate overt construction recognition from disputed gap/internal-head analysis.
RepetitiveComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	2	SRC-CHOR-2013-FAAN1,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R21	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R21.tsv	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES	SOURCE_LINKED_FAAN1_RESUMPTIVE_REDOING_SUBJECTIVE_SPLIT_AND_CONTEXTUAL_DISAMBIGUATION_REQUIRED	R21_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
ReportedSpeech	LANE-08	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	5	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LUI-2025-REPORTED-THOUGHT,SRC-MATTHEWS-2021-COMPLEMENTIZER-PROBLEMS,SRC-YAP-WONG-CHOR-2014-STANCE,SRC-YEUNG-2006-WAA6-COMPLEMENTIZER	CP021B-R15	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R15.tsv	COMPLETE_WITH_LEXICAL_FUNCTIONAL_AND_ANALYSIS_SPLIT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED	R15_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical 話, complementizer-like/hearsay 話, and reported-thought profiles; keep direct/indirect and CP analyses neutral; require context for one-token reported content.
RestorativeComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	2	SRC-CHOR-2013-FAAN1,SRC-CUHK-CANTONESE-EXPRESS-DAILY09	CP021B-R21	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R21.tsv	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES	SOURCE_LINKED_FAAN1_RESTORATIVE_RESULT_NARROWING_AND_PRIOR_STATE_LICENSING_REQUIRED	R21_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
ResultComplement	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-CHOR-2018-DIRECTIONALS,SRC-LAU-LEE-2021-RVC	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_RESULTATIVE_AND_DAO_SUBTYPE_SPLIT	SOURCE_LINKED_SPLIT_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical RVC, phrasal V-到 result, main arrival, and spatial attainment; remove generic 到 adjacency as language evidence before any implementation.
ResultComplementVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LAU-LEE-2021-RVC,SRC-SIO-BOND-2025	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_LEXICAL_PHRASAL_AND_ASPECT_SPLIT	SOURCE_LINKED_SPLIT_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate V+好 lexical/result material, V-到 phrasal result, and outer perfective; map exact 好 combinations before implementation.
ResultStateClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-FRANCIS-MATTHEWS-2005-VERB-CATEGORY;SRC-KEDZIOR-2023	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	SOURCE_LINKED_CHANGED_STATE_PLUS_PERFECTIVE_WITH_SCOPE_WRAPPER_SPLIT_AND_REALIGNMENT_REQUIRED	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split scope/focus, lexical changed state, perfective aspect, and particle; avoid exact 熟-only clause ontology.
ScalarEvaluation	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-LAM-2014-SURPASS-COMPARATIVE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R29	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R29.tsv	SOURCE_LINKED_LEXICAL_SYUN3_EVALUATION_AND_SCALAR_PREDICATION_SPLIT_WITH_PRICE_TEMPLATE_GAPS	SOURCE_LINKED_LEXICAL_SYUN3_EVALUATION_AND_SCALAR_PREDICATION_SPLIT_WITH_PRICE_TEMPLATE_GAPS	R29_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R29 source boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
ScalarRangeFragment	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	0		CP021B-R19	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R19.tsv	LEXICAL_PRICE_RANGE_WRAPPER_UNEXERCISED_MERGE_OR_RETIRE	LEXICAL_PRICE_RANGE_WRAPPER_UNEXERCISED_MERGE_OR_RETIRE	R19_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
ScalarValueQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-YIP-MATTHEWS-2000-BASIC;SRC-TAM-2021-DOZE	CP021B-R19	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R19.tsv	PRICE_AMOUNT_AND_SCALAR_DIMENSION_QUESTION_SPLIT_REQUIRED	PRICE_AMOUNT_AND_SCALAR_DIMENSION_QUESTION_SPLIT_REQUIRED	R19_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
SchedulingQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R30.tsv	SCHEDULING_DOMAIN_SOURCE_LINKED_EXACT_STANCE_ACTION_TIME_QUALITY_TEMPLATE_GAP_AND_ORDINARY_WH_REALIGNMENT_REQUIRED	SCHEDULING_DOMAIN_SOURCE_LINKED_EXACT_STANCE_ACTION_TIME_QUALITY_TEMPLATE_GAP_AND_ORDINARY_WH_REALIGNMENT_REQUIRED	R30_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
