construction	candidate_id	source_file	turn_index_zero_based	participant	matched_surface_span	matched_pos	text	previous_text	next_text
AA07	aa07-c8d18215cc2eb05b99c3	FC-R010b_v.cha	5	XXA	嘅型號	u+n	佢就好難就係話,嗱,邊隻邊隻嘅型號嘅第幾代嘅邊一年嘅出品.	嗱,都有咁多種唔同嘅型號嘞.	"""Sotunafi""一九六六呢就唔准帶嘅."
AA07	aa07-51770c96be1d5d25b62b	FC-R010b_v.cha	5	XXA	嘅出品	u+vn	佢就好難就係話,嗱,邊隻邊隻嘅型號嘅第幾代嘅邊一年嘅出品.	嗱,都有咁多種唔同嘅型號嘞.	"""Sotunafi""一九六六呢就唔准帶嘅."
AA07	aa07-dd518ef5f30ec669b03c	FC-R010b_v.cha	10	XXA	嘅型號	u+n	亦都係有唔同嘅型號.	噉你話甚-甚至乎好多譬如CD啊,或者電腦啊.	噉到底佢哋喺運作,或者係操作嘅時候所產生出來嘅磁場,係有幾大呢?
AA07	aa07-95de15fce76ae944d251	FC-R010b_v.cha	11	XXA	嘅時候	u+n	噉到底佢哋喺運作,或者係操作嘅時候所產生出來嘅磁場,係有幾大呢?	亦都係有唔同嘅型號.	對於嗰台飛機,譬如嗰台係空中巴士吖.
AA07	aa07-b5b03a52c57deff1c550	FC-R010b_v.cha	11	XXA	嘅磁場	u+n	噉到底佢哋喺運作,或者係操作嘅時候所產生出來嘅磁場,係有幾大呢?	亦都係有唔同嘅型號.	對於嗰台飛機,譬如嗰台係空中巴士吖.
AA07	aa07-334c9df8b3ceeff94605	FC-R010b_v.cha	14	XXA	嘅反應	u+n	都可能有唔同嘅反應𡃉喎.	係哩個珍寶客機嘅哩個七四七嘅𠻺四八型號啊噉樣呢.	唔係.
AA07	aa07-f33181b15476dcaf7d47	FC-R010b_v.cha	25	XXC	嘅儀器	u+n	即係如果講到,喂,即係其實你可能其中一隻型號真係影響佢個飛航嘅儀器嘅說話.	冇話要鎖起你.	喂,你真係,喀,譬如我吸煙就危害健康,噉樣.
AA07	aa07-855dfb2135e1cf362043	FC-R010b_v.cha	28	XXC	嘅法律	u+n	喂,你真係起碼,嗱,你唔熄嘅說話呢,我哋有權對你採取以下嘅乜乜乜嘅法律行動.	或者,喀,點樣,違法會點點點,噉樣.	你要-你要令我感覺到個事態係好嚴重.
AA07	aa07-b7f78a6cdedb29c4a268	FC-R010b_v.cha	35	XXA	嘅片	u+n	就應該播返一條呢,就空難嘅片啊又係.	又係上機之前呢,就與其呢,就喺度睇嗰啲即係廣告片啊,或者係乜嘢嘅話呢.	係囖,譬如而-而家我哋啱啱講下華航.
AA07	aa07-884aed4b5d6e0c52185e	FC-R010b_v.cha	38	XXC	嘅干擾	u+vn	噉如果其中一種揣測係唔係因為有哩啲噉嘅干擾呢,噉吖.	喀.	譬如如果你真係證實咗.
AA07	aa07-b0ff551b2c89f87946c6	FC-R010b_v.cha	42	XXC	嘅記錄	u+vn	嗱,我哋,誒,有噉嘅記錄,吓.	喀.	八三年同埋八六年呢,就係因為噉樣𠺝.
AA07	aa07-462a562605ceb280a607	FC-R010b_v.cha	75	XXB	嘅公民教育	u+n	即係我覺得每個人嘅公民教育囖哩啲.	睇戲哩啲嘢.	啊,哩句-哩個就高-高層次啊.
AA07	aa07-b364545232fba8a125d3	FC-R010b_v.cha	87	XXA	嘅電話	u+n	噉𠻺講返呢,就係話即係譬如話哩啲噉樣嘅電話嘅追蹤系統呢.	"就""勿施於人""."	噉而家日本呢,發展到你可以攞返個資料嚹.
AA07	aa07-4eb8eea7d909eab6a00a	FC-R010b_v.cha	98	XXA	嘅好處	u+n	噉呢,哩個嘅好處呢,佢哋呢就係話,點解要噉做呢?	即係噉樣就知道,哦原來你喺嗰個spot嘞.	一則呢,就係方便好多家長呢.
AA07	aa07-da25f029482f3fcfcbdd	FC-R010b_v.cha	102	XXA	嘅時候	u+n	或者係透過電話裏邊進行一啲聯絡嘅時候呢,就會掌握佢嘅位置嘞.	另外呢,就差人呢,亦都可以透過呢,就係話哩一個嘅追蹤系統呢,係知道譬如話有啲不法之徒係犯案.	噉就即係哩個,誒,做法,佢哋嘅出發點就噉樣.
AA07	aa07-d77be22631227d1fd96c	FC-R010b_v.cha	102	XXA	嘅位置	u+n	或者係透過電話裏邊進行一啲聯絡嘅時候呢,就會掌握佢嘅位置嘞.	另外呢,就差人呢,亦都可以透過呢,就係話哩一個嘅追蹤系統呢,係知道譬如話有啲不法之徒係犯案.	噉就即係哩個,誒,做法,佢哋嘅出發點就噉樣.
AA07	aa07-c7bcbf1f9e7705beac57	FC-R010b_v.cha	103	XXA	嘅出發點	u+n	噉就即係哩個,誒,做法,佢哋嘅出發點就噉樣.	或者係透過電話裏邊進行一啲聯絡嘅時候呢,就會掌握佢嘅位置嘞.	但係呢,哩件事出咗來之後呢,就有日本有一啲嘅人權組織就話,噉樣其實係會侵犯個,誒,私隱權.
AA07	aa07-c1dfa7b1bddd24e19ecc	FC-R010b_v.cha	104	XXA	嘅人權	u+n	但係呢,哩件事出咗來之後呢,就有日本有一啲嘅人權組織就話,噉樣其實係會侵犯個,誒,私隱權.	噉就即係哩個,誒,做法,佢哋嘅出發點就噉樣.	私隱權.
AA07	aa07-d3fed7c87130089ff6aa	FC-R010b_v.cha	107	XXA	嘅私隱權	u+n	佢都應該擁有一個嘅私隱權喇.	即係對於保唔保障到打電話出來嗰個人.	或者佢真係唔想俾你知道.
AA07	aa07-a027566aa68e319a61cc	FC-R010b_v.cha	112	XXA	嘅屋企	u+n	因為佢其實呢,實則上呢,就喺另外一個女性嘅屋企嗰度,噉樣.	然之後呢,就要話俾佢聽,佢今晚唔返來食飯.	噉就穿晒𡃉嚹.
AA07	aa07-f3ebab7d48003772d913	FC-R010b_v.cha	119	XXC	嘅電話	u+n	我哋香港用嘅就係基本上你一打去俾對方,對方呢就會收到,知道邊個打來,來電嘅電話冧巴噉樣.	我都覺得呢,係有些少問題嘅.	來電顯示.
AA07	aa07-81d0b00c2d2b9eaac7db	FC-R010b_v.cha	125	XXC	嘅電話	u+n	我唔一定想佢知道我嘅電話𠺢嗎.	即係我打俾錢家樂.	係唔係先?
AA07	aa07-c506764bad53595eefca	FC-R010b_v.cha	135	XXC	嘅電話	u+n	就如果我想錢家樂知道我嘅電話.	即係我係覺得係應該調返轉來.	邊個揾嘅,我咪撳個掣俾佢囖.
AA07	aa07-44f4d13a74525b2d109b	FC-R010b_v.cha	141	XXC	嘅系統	u+n	即係應該噉先至係一個fair嘅-嘅-嘅-嘅系統來𡃉.	我就唔接你嘅.	如果日本哩隻呢就,嘩,更加離譜𠻹.
AA07	aa07-213a04684c7dc9a5cad7	FC-R010b_v.cha	165	XXA	嘅數據	u+n	即係譬如話,喺一方面,民意方面佢哋會做好多嘅即係調查嘅數據啊.	噉但係呢,就,誒,我估呢,應該即係日本人呢,佢哋諗得做哩啲呢,照計都幾透徹嘅.	又甚至乎而家即係基本上呢,如果即係有差人話對於佢哋本身喺查案方面有實質嘅得益嘅話呢.
AA07	aa07-03d71328bcb0891da6fc	FC-R010b_v.cha	169	XXC	嘅目標	u+n	嗱,其實哩樣嘢應用喺呢,如果你個主要嘅目標呢,係應付賊佬.	但係差-即係我成日覺得如果我係賊佬.	我覺得一定唔work𠺢嗎.
AA07	aa07-39c12e71dd16fe179cff	FC-R010b_v.cha	177	XXC	嘅人	u+n	即係係對大部份嘅人係唔方便在呢,即係有些少鬼馬嘅人就好唔方便嘅哩樣嘢係.	好鬼平,係唔係先?	有些少鬼馬.
AA07	aa07-da81f0324aa68e53f9c3	FC-R010b_v.cha	177	XXC	嘅人	u+n	即係係對大部份嘅人係唔方便在呢,即係有些少鬼馬嘅人就好唔方便嘅哩樣嘢係.	好鬼平,係唔係先?	有些少鬼馬.
AA07	aa07-16f8b7726712c42178ef	FC-R010b_v.cha	187	XXC	嘅時刻	u+n	即係我覺得係,其實哩個世界係每個人都有一個鬼馬嘅時刻𠺢嗎.	而家就一定知道晒你喺深水埗,銅鑼灣,定喺商台,即係噉樣.	好鬼鬼馬𡃉唧,你?
AA07	aa07-5240cd8e6678a294d151	FC-R011_v.cha	9	XXA	嘅損傷	u+vn	噉呢哩個OK吖,如果你話以即係身體嘅損傷.	噉但係呢佢就開始向哩個巴士公司索償,噉要償-誒,索償四十五萬.	但係佢有一個特別嘅-嘅索償理由喎.
AA07	aa07-618b898f6693018f1e93	FC-R011_v.cha	12	XXA	嘅任務	u+n	即係唔能夠再進行佢嘅即係神,誒,嘅任務啊.	就係話呢佢唔能-即係自從意外之後呢,佢就喪失咗一個能力,就係同哩個靈界溝通啊.	佢之前呢即係十年前呢,佢得到即係𠻺一種特別嘅能力.
AA07	aa07-7529ffcbf4ad26debe85	FC-R011_v.cha	13	XXA	嘅能力	u+n	佢之前呢即係十年前呢,佢得到即係𠻺一種特別嘅能力.	即係唔能夠再進行佢嘅即係神,誒,嘅任務啊.	就係呢即係俾啲神搞啊.
AA07	aa07-4b2df5c7070b71a76382	FC-R011_v.cha	15	XXA	嘅能力	u+n	噉呢自此之後呢,就有咗一種即係同人哋解籤啊,驅魔啊,甚至乎神打,請神上身嘅能力.	就係呢即係俾啲神搞啊.	噉於是佢就走去同啲街坊做啲靈媒嘅工作嘞噉樣.
AA07	aa07-e686cd74d2be0fea9f68	FC-R011_v.cha	16	XXA	嘅工作	u+n	噉於是佢就走去同啲街坊做啲靈媒嘅工作嘞噉樣.	噉呢自此之後呢,就有咗一種即係同人哋解籤啊,驅魔啊,甚至乎神打,請神上身嘅能力.	噉自從撞咗車之後呢,弊傢伙,搭唔通天地線.
AA07	aa07-2feb401321e19a11c7ae	FC-R011_v.cha	45	XXA	嘅時候	u+n	噉嘅時候,你會唔會賠返多啲俾巴士公司呢哩個?	跟住兩個禮拜之後,忽然間嘩bik4lik1baa4laa4請晒成班人來開會喎,可以一次過.	你唔會講𡃉啫.
AA07	aa07-b60505e616e63e690084	FC-R011_v.cha	57	XXB	嘅數據	u+n	"即係如果佢有噉樣嘅數據嘅話,真係可以幫到咁多人,噉咪可以話你咪計返""哦,原來每年我憑住哩一種特異嘅功能."	噉如果十年呢,誒,唔知佢做咗幾多單生意呢.	"""或者哩一種特殊你所講嘅所謂能力喇吓,噉𠻺到底可以呢為佢喺哩一個生活上邊呢係謀得幾多嘅哩個利益?"
AA07	aa07-1f77fb832ae76dfc52ab	FC-R011_v.cha	57	XXB	嘅功能	u+n	"即係如果佢有噉樣嘅數據嘅話,真係可以幫到咁多人,噉咪可以話你咪計返""哦,原來每年我憑住哩一種特異嘅功能."	噉如果十年呢,誒,唔知佢做咗幾多單生意呢.	"""或者哩一種特殊你所講嘅所謂能力喇吓,噉𠻺到底可以呢為佢喺哩一個生活上邊呢係謀得幾多嘅哩個利益?"
AA07	aa07-a163449721dfcbfea6f8	FC-R011_v.cha	61	XXB	嘅數字	u+n	噉即係來𡁵要project幾多年先得到哩一個噉樣嘅數字呢?	噉但係佢都八十歲咯.	又唔知.
AA07	aa07-fdb38c40f25ccd6612b1	FC-R011_v.cha	91	XXA	嘅運程	u+n	佢喺門口上邊喺佢自己間屋度呢,就掛咗今年嘅-嘅運程出來.	就係我覺得睇今年.	我覺得如果佢今年預測哩個運程係啱𡃉呢,應該賠俾佢.
AA07	aa07-536e45d563bdbccdd020	FC-R011_v.cha	99	XXA	嘅運程	u+n	睇到一年嘅運程喎.	成功喎.	噉但係問題就係話即係哩一個講到自己咁巴閉喇,噉佢點解唔會預測到自己係可以喺哩個九巴度索償到幾多錢,而唔需要睇佢任何嘢?
AA07	aa07-b073356d4ae7b1d8615e	FC-R011_v.cha	101	XXB	嘅能力	u+n	甚至乎佢喪失-佢有機會係會喪失哩種特別嘅能力嘞.	噉但係問題就係話即係哩一個講到自己咁巴閉喇,噉佢點解唔會預測到自己係可以喺哩個九巴度索償到幾多錢,而唔需要睇佢任何嘢?	又或者預言到我以後呢就將會冇,或者係返返轉頭啊噉樣.
AA07	aa07-77410f114511584ecc7f	FC-R011_v.cha	119	XXC	嘅老婆婆	u+n	八十歲嘅老婆婆𠻺受啲噉嘅皮肉之苦.	我覺得唔多.	真係巴士公司.
AA07	aa07-f35734d99fae3edaeb50	FC-R011_v.cha	119	XXC	嘅皮肉之苦	u+n	八十歲嘅老婆婆𠻺受啲噉嘅皮肉之苦.	我覺得唔多.	真係巴士公司.
AA07	aa07-0d11fddf765802a1a52e	FC-R011_v.cha	136	XXB	嘅意思	u+n	係唔係噉嘅意思?	即係以黃子華噉計,就正常地都應該俾返佢喇.	站在哩一個即係客觀嘅人道立場.
AA07	aa07-ff88dc302edec502a350	FC-R011_v.cha	141	XXC	嘅超能力	u+n	阿婆呢阿婆就點樣,我覺得阿婆叻在佢可能佢真係,我唔知佢有冇噉嘅超能力喇.	十萬,八萬睇好多醫生𡃉嚹.	但係阿婆呢就唔明一樣嘢呢,喺哩個講法律嘅社會呢,佢係可以同你打哩個官司啊.
AA07	aa07-a5f972201069b09bc31c	FC-R011_v.cha	142	XXC	嘅社會	u+n	但係阿婆呢就唔明一樣嘢呢,喺哩個講法律嘅社會呢,佢係可以同你打哩個官司啊.	阿婆呢阿婆就點樣,我覺得阿婆叻在佢可能佢真係,我唔知佢有冇噉嘅超能力喇.	我哋而家呢當然首先要證明就阿婆你有冇超能力啊.
AA07	aa07-0c73f9bd889f18a5979a	FC-R011_v.cha	171	XXB	嘅聽眾	u+n	我哋繼續再講哩個話題,相信有無數咁多嘅聽眾都會係,誒,俾我哋嚇死𡃉.	審-重審𡁵啊好似係.	話俾大家睇睇.
AA07	aa07-4164a648e3c6e26a4c92	FC-R013a_v.cha	4	XXA	嘅經歷	u+vn	"噉𠻺最後一個嘅經歷就係哩個""睇真Ｄ""喇."	如果都唔得𡃉話呢,都會諗住即係自己都執包袱𡃉嘞.	噉卒之係一個成功𠸏.
AA07	aa07-d65d3b7ece742991f644	FC-R013a_v.cha	9	XXA	嘅信心	u+n	噉即係從而呢亦都換回一啲即係工作上嘅,或者創作上邊嘅信心啊,會唔會呢?	係一個成功嘅,喀.	會𡃉.
AA07	aa07-adf0c8a5d661dd4611da	FC-R013a_v.cha	13	XXB	嘅人	u+n	有一班好開心嘅人一齊做嘢.	即係喺嗰段時間,同埋係有一班人好開心囖.	噉其實嗰班好開心嘅人一路做到而家𡃉其實.
AA07	aa07-5f1796f8b3c28b0aaf44	FC-R013a_v.cha	14	XXB	嘅人	u+n	噉其實嗰班好開心嘅人一路做到而家𡃉其實.	有一班好開心嘅人一齊做嘢.	就係大姐明啫噉樣,喀?
AA07	aa07-330ae2a4dd4d1b81b82d	FC-R013a_v.cha	18	XXB	嘅staff	u+xn	即係我覺得其實喺我哋自己嗰個team裏邊,我覺得有一班非常之好嘅staff囖.	即係係-係-誒,其實係幾好𠸏.	即係佢哋都係,誒,因為我哋而家度橋度到冇橋呢.
AA07	aa07-dbb55fd70dccc9800c13	FC-R013a_v.cha	24	XXD	嘅成績	u+n	即係佢哋稍為有啲,譬如好嘅成績呢.	喂,我覺得亞視就係𡃉.	你係覺得好激動啊成班人.
AA07	aa07-2cf344e1a35afe47f3ac	FC-R013a_v.cha	31	XXD	嘅時候	u+n	即係當有些少希望,有些少曙光嘅時候,你哋呢就會好振奮𡃉.	係.	喀,每一次都係噉.
AA07	aa07-579699ef1a31e7a27564	FC-R013a_v.cha	47	XXB	嘅收視	u+n	原來好難攞到一個好嘅收視嘅係.	即係,誒,其實係好難囖原來發覺.	即係原來,誒,我自己返屋企可能都會係噉樣囖.
AA07	aa07-fb4c21f3ad3f0a6eba1d	FC-R013a_v.cha	57	XXD	嘅原因	u+n	噉我哋由而家余永姍,如果俾你講一個原因,你自己覺得最大嘅原因係乜嘢呢?	點解硬係做唔起呢.	誒,其實係我覺得要好多年囖.
AA07	aa07-f50fe6e9cccdef737e31	FC-R013a_v.cha	65	XXB	嘅規律	u+n	"""亂裏邊其實有-有自己嘅規律𡃉喎."	"因為其實係每一個人行入來,佢哋,誒,發覺,""嘩好亂啊!""然後跟住當佢發覺,""咦,唔係喎."	有佢亂-亂的美學喺入邊啊,有陣時.
AA07	aa07-08909147c71f7e6cc25b	FC-R013a_v.cha	69	XXB	嘅時候	u+n	然後當佢哋,咦,發覺開始明白個規律嘅時候,就差唔多又有第二個噉啊.	噉𠻺每個行入來都會有哩個情況囖.	噉哩個係-哩個其實我相信就算喺邊間大公司都會係噉.
AA07	aa07-979b07878261ac1bcc7f	FC-R013a_v.cha	138	XXD	嘅殺着	u+n	好似你而家講TVB嘅殺着就係哩個.	亞視其實如果要有成-做到成功.	"重犀利過任一招嘅就係""我,照搬."
AA07	aa07-74d8053d4f1586682f7e	FC-R013a_v.cha	152	XXC	嘅時候	u+n	"一早聽人做""新上海灘""嘅時候,我就做個""新新上海灘""搞你."	冇乜嘢驚.	噉有冇?
AA07	aa07-7b0d8f61f52624d24f64	FC-R013a_v.cha	170	XXD	嘅嘢	u+n	你係唔係要做一啲TVB做唔到嘅嘢,你哋先能夠成功呢?	我問返嗰樣嘢.	我哋-我哋想.
AA07	aa07-8da3d0623b2e862b58a1	FC-R013a_v.cha	172	XXB	嘅嘢	u+n	或者佢跟我哋會死嘅嘢囖.	我哋-我哋想.	喀.
AA07	aa07-a30d96b3367d8b1c53ce	FC-R013a_v.cha	184	XXA	嘅哲學	u+n	"即係噉樣係唔係即係都有一種,誒,誒,誒,工作上邊嘅哲學,或者一個諗法就係即係""多做就多錯,少做就少錯,唔做就唔錯""呢?"	噉囖.	係啊.
AA07	aa07-88074c265b8172ca4aa0	FC-R013a_v.cha	189	XXC	嘅對拳	u+vn	噉哩個係直情係武俠上邊嘅對拳啊.	我覺得我哋係爛做囖.	即係唔同你用花招啊.
AA07	aa07-242d5f7f450e328d9c8b	FC-R013a_v.cha	207	XXB	嘅好處	u+n	所以其實即係打游擊有打游擊嘅好處囖.	係啊.	"就係話,""喂,不如聽日打仗嘍."
AA07	aa07-f456f640686eef249bb2	FC-R013a_v.cha	218	XXB	嘅工作	u+n	"但係對我哋來講係絕對係無敵嘅工作""""."	即係對老闆未必係好事.	即係真係,嗱,即係你而家係去到嗰個階段就係諗到想做就做𡃉嘞.
AA07	aa07-591ae369df5cbaa26fdc	FC-R013a_v.cha	223	XXB	嘅artist	u+xn	即係如果真係要鬥耐力,如果當我都有劉德華,當我都有咁多咁重要嘅artist喺晒度呢.	噉所以其實啲耐力好緊要啊.	"其實我哋-即係我哋成日都有種信念就係話,""你試下俾我有嗰啲人!""噉樣囖."
AA07	aa07-eb30116d975cbc123346	FC-R013a_v.cha	261	XXA	嘅電視	u+n	即係咁多年,你覺得你自己譬如做到即係哩一刻鐘呢,你覺得對於香港嘅電視水準啊,你有冇建樹呢?	噉又或者即係譬如講返真係喺作為一個電視製作人呢.	誒,冇乜啊我覺得.
AA07	aa07-084a6ade5daa31e52d29	FC-R013a_v.cha	266	XXB	嘅嘢	u+n	即係應該你係做一啲嘢呢,係俾個社會好少少嘅嘢.	"即係我覺得係電視其實應該係嗰陣時有個老闆成日講吖嗎,即係""upmanship""."	即係譬如可能我嘅生活冇辦法去到嗰種噉嘅環境.
AA07	aa07-b0ede8d95582515162d8	FC-R013a_v.cha	267	XXB	嘅環境	u+n	即係譬如可能我嘅生活冇辦法去到嗰種噉嘅環境.	即係應該你係做一啲嘢呢,係俾個社會好少少嘅嘢.	其實你係應該俾咗個夢想囖.
AA07	aa07-d8a010d08cb4031b9dae	FC-R013a_v.cha	284	XXC	嘅領導人	u+n	噉就譬如作為一個即係女性嘅領導人呢,你會唔會有啲手下即係男性,佢𠴕你𡃉呢.	噉啲手下又聽晒佢話.	"即係覺得""喂,唓!得唔得𡃉?"
AA07	aa07-7fab63b393d05dc699cb	FC-R013a_v.cha	288	XXB	嘅缺點	u+n	誒,我覺得我有晒所有女人嘅缺點囖.	"""即係會唔會作為一個女性嘅即係高層人士呢,會有啲乜嘢問題發生?"	所以其實都有陣時都會提醒自己.
AA07	aa07-32414eba2d0ce7b3e0fd	FC-R013a_v.cha	316	XXD	嘅嘢	u+n	你而家做嗰樣嘢係唔係你-即係你從來想做嘅嘢呢?	如果講返大啲呢.	抑或你少女嘅時候唔係諗住做哩啲嘢嘅?
AA07	aa07-ba5ce2739dad1d19930a	FC-R013a_v.cha	317	XXD	嘅時候	u+n	抑或你少女嘅時候唔係諗住做哩啲嘢嘅?	你而家做嗰樣嘢係唔係你-即係你從來想做嘅嘢呢?	
AA07	aa07-c10bf36f9090ca945e7a	FC-R013b_v.cha	2	XXB	嘅嘢	u+n	我從來-哩個從來唔係我想做嘅嘢來𡃉.	唔係.	但係,誒,我想揀啲舒服啲嘅嘢做囖.
AA07	aa07-11d46831d4a94dcdbc5e	FC-R013b_v.cha	3	XXB	嘅嘢	u+n	但係,誒,我想揀啲舒服啲嘅嘢做囖.	我從來-哩個從來唔係我想做嘅嘢來𡃉.	吓?
AA07	aa07-ffeae892c7eaebbb8368	FC-R013b_v.cha	7	XXB	嘅電影	u+n	我分到,誒,乜嘢叫好嘅電影導演,同埋乜嘢叫藝術家囖.	噉我覺得我分到囖.	噉我唔想做個三流嘅藝術家.
AA07	aa07-8191ad29b33b83d20d09	FC-R013b_v.cha	8	XXB	嘅藝術家	u+n	噉我唔想做個三流嘅藝術家.	我分到,誒,乜嘢叫好嘅電影導演,同埋乜嘢叫藝術家囖.	噉所以入行做電視囖.
AA07	aa07-b45b7a325e9d0a2c9586	FC-R013b_v.cha	13	XXD	嘅意思	u+n	你嘅意思係原本你有崇高偉大嘅電影理想,但係就知道自己力有不逮.	哦.	於是就轉而就走去搞哩啲普羅大眾嘅電視.
AA07	aa07-c3b8948251aadb6c896c	FC-R013b_v.cha	13	XXD	嘅電影	u+n	你嘅意思係原本你有崇高偉大嘅電影理想,但係就知道自己力有不逮.	哦.	於是就轉而就走去搞哩啲普羅大眾嘅電視.
AA07	aa07-f8e95d2e343298634f9c	FC-R013b_v.cha	14	XXD	嘅電視	u+n	於是就轉而就走去搞哩啲普羅大眾嘅電視.	你嘅意思係原本你有崇高偉大嘅電影理想,但係就知道自己力有不逮.	係啊.
AA07	aa07-22980f1c7a2cb8223c92	FC-R013b_v.cha	23	XXD	嘅抉擇	u+vn	但係點知你係聰明嘅抉擇吖嗎.	嗯.	你做電影就死嚹而家.
AA07	aa07-c8d7408139659b825216	FC-R013b_v.cha	33	XXB	嘅時候	u+n	即係如果你尤其是將嗰樣嘢睇得太認真嘅時候呢,你覺得自己係個三流嘅藝術家呢,嗰種感覺一定我諗我可能死咗.	即係你覺得係好-好難-好難受啊.	係唔係覺得喺電視就冇哩個壓力呢?
AA07	aa07-2ede1784f483e24b1318	FC-R013b_v.cha	33	XXB	嘅藝術家	u+n	即係如果你尤其是將嗰樣嘢睇得太認真嘅時候呢,你覺得自己係個三流嘅藝術家呢,嗰種感覺一定我諗我可能死咗.	即係你覺得係好-好難-好難受啊.	係唔係覺得喺電視就冇哩個壓力呢?
AA07	aa07-a5973c25545bcc155905	FC-R013b_v.cha	37	XXD	嘅媒界	u+n	唔係一個藝術嘅媒界來,你會覺得?	電視可以當一份工.	唔係.
AA07	aa07-1280bd35f97b540ba5b0	FC-R013b_v.cha	39	XXB	嘅媒	u+Ng	電視唔係一個要原創性好高嘅媒-即係人哋,你唔會對自己話我係-你唔會當話我係一個藝術工作者囖.	唔係.	我覺得唔得囖.
AA07	aa07-2a0399de1bd78e82d760	FC-R013b_v.cha	71	XXB	嘅嘢	u+n	"""但係其實你睇下""真情""!你就會知道點解你話啲人唔想睇啲好-即係噉樣類型嘅嘢."	"即係譬如好似我哋,誒,話,""哎,其實佢哋唔想睇嗰啲嘢."	其實係重係好多人睇.
AA07	aa07-9a0cb3fa54602e7a9cb7	FC-R013b_v.cha	76	XXB	嘅range	u+xn	相當大嘅range.	係啊.	噉變咗即係我哋成日喺度諗喎.
AA07	aa07-df419b0244f0594b34ed	FC-R013b_v.cha	80	XXB	嘅format	u+xn	"""其實係乜嘢嘅format呢?"	係唔係應該可以噉?	其實你做到嗰個format最好,其實就已經好好𡃉嚹,噉囖.
AA07	aa07-eea48c6d8a5f7ca4fa71	FC-R013b_v.cha	105	XXA	嘅樂趣	u+n	即係你會係珍惜同事之間嗰個工作關係,同埋裏邊得到嘅樂趣係多過實質上喺你嘅即係個人嘅事業嘅推進?	噉我唔想冇咗一班同事.	唉,我覺得已經係差唔多嚹我已經.
AA07	aa07-1f5a3d546f8631a63d60	FC-R013b_v.cha	105	XXA	嘅事業	u+n	即係你會係珍惜同事之間嗰個工作關係,同埋裏邊得到嘅樂趣係多過實質上喺你嘅即係個人嘅事業嘅推進?	噉我唔想冇咗一班同事.	唉,我覺得已經係差唔多嚹我已經.
AA07	aa07-b05c56a6238ec4439154	FC-R013b_v.cha	105	XXA	嘅推進	u+vn	即係你會係珍惜同事之間嗰個工作關係,同埋裏邊得到嘅樂趣係多過實質上喺你嘅即係個人嘅事業嘅推進?	噉我唔想冇咗一班同事.	唉,我覺得已經係差唔多嚹我已經.
AA07	aa07-27d5a00de9325360645f	FC-R013b_v.cha	129	XXC	嘅時候	u+n	即係溝通到嘅時候,你可以喺上邊直程住吖嗎.	係嘞.	即係哩個我唔知吖.
AA07	aa07-f3d69ddcc762b7441f2e	FC-R013b_v.cha	132	XXA	嘅範疇	u+n	嗰個唔係佢嘅範疇嚹.	唔係.	佢係做製作𡃉咋.
AA07	aa07-e3197d83239b4498bdf4	FC-R013b_v.cha	138	XXC	嘅亞視	u+nt	噉呢但係佢哋係會有-有廣告呢賣𡁵哩個禮拜四嘅亞視將會做乜嘢.	我睇呢佢哋即係而家係唔係即係合法地轉播𠺢嗎.	即係佢係會有噉樣幫你哋宣傳埋𡃉𡃓.
AA07	aa07-d25f96f1f98b39d65890	FC-R013b_v.cha	140	XXC	嘅市場	u+n	噉但係即係會唔會有啲噉嘅市場價值呢?	即係佢係會有噉樣幫你哋宣傳埋𡃉𡃓.	誒,我覺得香-淨係香港嘅觀眾口味我哋都照顧唔到.
AA07	aa07-f507f9c980ae03c8f06c	FC-R013b_v.cha	141	XXB	嘅觀眾	u+n	誒,我覺得香-淨係香港嘅觀眾口味我哋都照顧唔到.	噉但係即係會唔會有啲噉嘅市場價值呢?	即係都未搞得通囖.
AA07	aa07-d777c781844d8c5bff5b	FC-R013b_v.cha	143	XXB	嘅說話	u+vn	噉變咗我覺得,誒,嗰陣時,吖,有個老闆講過句好嘅說話.	即係都未搞得通囖.	佢話大陸呢,地大啊,勿搏啊.
AA07	aa07-b6d7f4f9f7e942025d04	FC-R013b_v.cha	150	XXD	嘅危機	u+n	即係亞視有冇倒閉嘅危機𡃉呢,吓?	完全唔係因為話立心不良啊噉啊,喀.	誒,我覺得唔會囖.
AA07	aa07-72066b6f1c956c578f5c	FC-R013b_v.cha	199	XXB	嘅問題	u+n	同埋係我諗哩個係亞視其實我諗最大嘅問題就可能喺嗰個即係形象嗰度嗰個處理嗰度處理得反而唔係咁好.	唔係.	即係等於好似殺雞事件.
AA07	aa07-aaefd4e619bb34b1c601	FC-R013b_v.cha	206	XXD	嘅嘢	u+n	就係當有一樣嘢我哋成日比較呢就係,TVB,亞視係同等嘅嘢.	即係其實某程度可能係傳媒對你哋唔公平呢.	點解人哋噉,你哋噉?
AA07	aa07-15689a8cd8784d994763	FC-R013b_v.cha	210	XXD	嘅地產	u+n	喀,哩個呢就小規模啲嘅地產公司來𡃉啫.	即係TVB呢,就係-就係,誒,長江實業.	即係噉樣睇.
AA07	aa07-d03b2cf3bfa4424e9a7f	FC-R013b_v.cha	215	XXB	嘅人	u+n	即係譬如佢要乜嘢嘅人係同我哋好唔同囖.	因為-因為譬如你話講大公司佢有-佢都有佢自己嘅困難𠺢嗎.	即係可能佢係我哋一倍噉.
