runtime_label	lane	claim_layer	current_status	runtime_code_reference_count	accepted_tree_occurrence_count	sample_surfaces	canonical_family_id	canonical_family	family_type	consolidation_class	target_action	target_node_or_family	survives_as_public_construction	readiness_bucket	source_linked_disposition	target_boundary
StativeNominalComplement	LANE-06	language	research_pending	16	1	我覺得係真嘅。	L19	NominalModificationAndRelatives	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	NominalModificationAndRelatives	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_RELABEL_REQUIRED	Split headless modifier-ge3 nominal use from headed modified NP and sentence-final ge3; insert no hidden noun.
StativePredicate	LANE-10	language	unsupported_generalization	23	6	一。 | 正。 | 我話貴。 | 我覺得啱。 | 兩。 | 近。	L42	StativePredication	language_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	StativePredication	NO	D_ARCHITECTURE_RECONSTRUCTION	SOURCE_LINKED_SPLIT_REQUIRED	Split bare property predicate, overt degree-marked predicate, overt negated predicate, lexicalized unit, and clause-level subject predication before any implementation; keep bundle routing internal.
SubjectModalPredicateClause	LANE-10	representation	parser_heuristic	13	1	你要唔要？	I01	ClauseSpan	internal_architecture	transparent_wrapper	MERGE_INTERNAL_WRAPPER	SubjectPredicateClause	NO	A_SAFE_STRUCTURAL_CLEANUP	MERGE_SUBJECT_PLUS_MODAL_VP_INTO_GENERIC_CLAUSE_WRAPPER	Merge into generic clause composition while preserving the subject and ModalVP children; do not maintain a separate construction family.
SubjectPredicateClause	LANE-10	representation	parser_heuristic	81	120	一見到佢，我笑。 | 因為打風，所以我冇去。 | 因為落雨，我冇去。 | 因為落雨，所以我冇去。 | 如果你去，我去。 | 如果你去，我就去。	I01	ClauseSpan	internal_architecture	internal_architecture	RETAIN_INTERNAL	ClauseSpan	NO	A_SAFE_STRUCTURAL_CLEANUP	KEEP_INTERNAL_BROAD_CLAUSE_SPAN_PREDICATE_SUBTYPE_MUST_REMAIN_VISIBLE	Keep as transparent clause-span structure only; preserve the typed predicate child and prevent the broad wrapper from licensing valency, word order, omission, or predicate subtype.
SuggestionQuestion	LANE-07	language	unsupported_generalization	11	0		L28	DirectivesRequestsAndSuggestions	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DirectivesRequestsAndSuggestions	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SUGGESTION_UTTERANCE_REALIGNMENT_AND_PARTICLE_CONTEXT_SPLIT_REQUIRED	Realign as marker-specific suggestion force over an overt proposal clause/VP; do not infer interrogative syntax from translation or final particle.
TemporalAdverbialClause	LANE-02	language	unsupported_generalization	7	0		L03	TemporalAndSequentialRelations	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndSequentialRelations	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_DORMANT_REDEFINE_AND_SPLIT_REQUIRED	Redefine the dormant label around explicit 喺- and 當-temporal-clause subtypes; keep syntactic theory and hidden operators out of learner output.
TemporalClause	LANE-10	language	provisional	19	6	下年哩個時間咪過囖。 | 今日好凍。 | 係呀，日日OT到好夜。 | 尋日去咗香港。 | 聽日打風。 | 聽日落雨。	L03	TemporalAndSequentialRelations	language_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	TemporalAndSequentialRelations	NO	D_ARCHITECTURE_RECONSTRUCTION	SOURCE_LINKED_SPLIT_AND_REPRESENTATION_REALIGNMENT_REQUIRED	Separate simple temporal framing from subordinate temporal clauses and retire role-driven fallback logic in any future authorized design.
TimeNP	LANE-10	language	research_pending	17	1	下年哩個時間咪過囖。	L44	TemporalAndMeasurePredication	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndMeasurePredication	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_HEAD_SPECIFIC_CLASSIFIER_REQUIRED	Split lexical/deictic time forms by head-specific classifier behavior and keep nominal form separate from clause-level temporal role before any implementation.
TimeToActionFrame	LANE-10	language	unsupported_generalization	11	0		L44	TemporalAndMeasurePredication	language_family	quarantined_exact_gap	QUARANTINE_EXACT_GAP	TemporalAndMeasurePredication	CONDITIONAL_AFTER_REMEDIATION	E_NOT_IMPLEMENTATION_READY	COMPONENTS_LINKED_EXACT_HAI6_SI4HAU6_ACTION_FRAME_SOURCE_GAP_AND_QUARANTINE_OR_MERGE_REQUIRED	Keep quarantined or merge into ordinary copular/temporal/predicate components until the exact 係時候+action construction is directly sourced.
Topic	LANE-10	representation	parser_heuristic	49	0		I05	DiscourseRoleStructure	internal_architecture	internal_architecture	RENAME_INTERNAL	DiscourseRoleStructure	NO	C_STRUCTURAL_REALIGNMENT	RENAME_INTERNAL_DISCOURSE_TOPIC_ROLE_WRAPPER_NO_AUTOMATIC_SYNTACTIC_TOPIC_CLAIM	Rename or document as an internal discourse-role wrapper; require independent evidence before asserting syntactic topic status, chains, gaps, or null-object linkage.
TopicComment	LANE-10	representation	parser_heuristic	23	1	呢本書三十。	I05	DiscourseRoleStructure	internal_architecture	quarantined_exact_gap	QUARANTINE_INTERNAL_MATCHER	DiscourseRoleStructure	NO	E_NOT_IMPLEMENTATION_READY	NARROW_TOPICCOMMENT_TO_COMPLETE_TOPIC_AND_TYPED_COMMENT_WITH_FULL_SPAN_COVERAGE	Quarantine for remediation; require a complete typed comment predicate, full-span coverage, and independently supported topic/comment relation.
TopicCommentClause	LANE-10	representation	parser_heuristic	6	0		I05	DiscourseRoleStructure	internal_architecture	merge_or_retire	RETIRE	DiscourseRoleStructure	NO	A_SAFE_STRUCTURAL_CLEANUP	RETIRE_DORMANT_DUPLICATE_OF_TOPICCOMMENT	Retire from the active registry and preserve any historical references as an alias to the canonical disposition.
TopicModalPredicateClause	LANE-10	representation	parser_heuristic	10	0		I01	ClauseSpan	internal_architecture	transparent_wrapper	MERGE_INTERNAL_WRAPPER	SubjectPredicateClause	NO	A_SAFE_STRUCTURAL_CLEANUP	MERGE_TOPIC_PLUS_MODAL_VP_INTO_GENERIC_CLAUSE_WRAPPER	Merge into generic clause composition; keep any topic analysis and modal semantics separately evidenced.
LexicalGiveRelation	LANE-08	language	provisional	18	4	我畀錢你。 | 畀本書佢。 | 畀佢本書。 | 给你水。	L01	CoverbAndParticipantRelations	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CoverbAndParticipantRelations	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_PROVISIONAL	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
TransformationResultFrame	LANE-05	language	unsupported_generalization	10	0		L15	ResultativeAndChangePredication	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	TransformationResultPredicate or ordinary clause composition	NO	A_SAFE_STRUCTURAL_CLEANUP	TRANSPARENT_TOPIC_PLUS_TRANSFORMATION_PREDICATE_WRAPPER_MERGE_OR_RETIRE_WITH_EXACT_FORM_GAP	Review for dependency-aware retirement as a transparent topic wrapper; preserve child exact-form gap.
TransformationResultPredicate	LANE-05	language	unsupported_generalization	10	0		L15	ResultativeAndChangePredication	language_family	quarantined_exact_gap	QUARANTINE_EXACT_GAP	ResultativeAndChangePredication	CONDITIONAL_AFTER_REMEDIATION	E_NOT_IMPLEMENTATION_READY	COMPONENTS_SOURCE_LINKED_EXACT_BIN3_ZO2_ZOU6_RESULT_LINKER_GAP_AND_LEXICAL_NARROWING_REQUIRED	Keep exact 變咗做 and 做-linker analysis research-pending; do not analogize from 變成.
TransitiveVP	LANE-10	language	provisional	52	31	一見到佢，我笑。 | 一見到佢，我就笑。 | 有冇講過電話啊？ | 你有冇問問題啊？ | 你食咩？ | 你睇咩？	L45	ValencyAndArgumentStructure	architecture_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ValencyAndArgumentStructure	NO	D_ARCHITECTURE_RECONSTRUCTION	SOURCE_LINKED_TRANSITIVE_VP_SCHEMA_WITH_LEXEME_VALENCY_NULL_ARGUMENT_AND_COMPLEMENT_TYPE_SPLIT_REQUIRED	Retain as an internal transparent wrapper only after lexeme/use valency and complement type are established; keep overt objects, null arguments, relative gaps, and ditransitives distinct.
VPComplementFrame	LANE-08	representation	parser_heuristic	27	0		I07	ComplementGrouping	hybrid_internal_language_sensitive	quarantined_exact_gap	QUARANTINE_INTERNAL_MATCHER	ComplementGrouping	NO	E_NOT_IMPLEMENTATION_READY	NARROW_BY_LEXEME_COMPLEMENT_SELECTION_OR_MERGE_TO_TYPED_PREDICATES	Quarantine the generic fallback; replace with lexeme/construction-specific complement licensing or merge transparent grouping into typed predicate families.
VerbComplementVP	LANE-05	language	provisional	23	9	行快啲。 | 我攞本書返嚟畀你睇。 | 寄返去。 | 講大聲啲。 | 講返正題，你尋日去咗邊度呀？ | 講返正題。	L12	ResultAndPotentialComplements	language_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ResultAndPotentialComplements	NO	D_ARCHITECTURE_RECONSTRUCTION	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED	Split descriptive, directional, resultative, restorative, repetitive, and caused-motion profiles; keep umbrella internal-only until replacement design.
VocativeAddressTerm	LANE-10	language	lexicalized_only	16	0		L38	NamingAndAddress	lexicalized_family	lexicalized_profile	RETAIN_LEXICALIZED_PROFILE	NamingAndAddress	LEXICAL_OR_SUBTYPE_ONLY	B_EVIDENCE_BACKED_NARROWING	ADDRESS_SYSTEM_SOURCE_LINKED_LEXICAL_SOCIAL_SUBTYPES_AND_GENERATIVE_CROSSPRODUCT_NARROWING_REQUIRED	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
WhClassifierQuestion	LANE-06	language	unsupported_generalization	10	3	你睇邊本書？ | 邊本書？ | 邊間屋？	L22	WhNominals	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	WhNominals	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
