pattern	lane	primary_claim_type	status	confidence	action	external_description_scope	lane_external_reference_count	pattern_specific_external_source_count	natural_attestation_status	external_corpus_candidate_hit_count	external_corpus_clean_root_hit_count	external_corpus_document_count	external_corpus_collection_count	exact_accepted_fixture_surface_match_count	accepted_fixture_count	accepted_fixture_origin_count	runtime_code_reference_count	research_master_label_mention_count	native_validation_scope	native_naturalness_source_count	native_naturalness_judgment_count	native_naturalness_acceptable_count	native_naturalness_rejected_count	native_naturalness_sentence_ids	native_naturalness_conflict_sentence_ids	native_analysis_validation_count	native_naturalness_scope	native_conflict_disposition	negative_boundary_evidence	held_out_performance	alternative_analyses	language_claim	parser_representation_decision	parser_heuristic	audit_trigger	audit_note
ProgressiveTransitivePredicate	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	5	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ProgressiveTransitivePredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ProgressiveTransitivePredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ProgressiveTransitivePredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ProgressiveVP	LANE-05	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	1	0	1	1	0	6	3	5	4	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N020;CS160-N079;CS160-N113		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ProgressiveVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ProgressiveVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ProgressiveVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ProgressiveWhObjectQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	7	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	3	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N079		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ProgressiveWhObjectQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ProgressiveWhObjectQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ProgressiveWhObjectQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ProhibitiveFragment	LANE-03	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	16	0	none_recorded	0	0	0	0	0	0	0	0	3	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ProhibitiveFragment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ProhibitiveFragment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ProhibitiveFragment; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ProhibitiveImperative	LANE-07	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	7	0	candidate_hits_unreviewed	4	3	1	1	0	1	1	6	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ProhibitiveImperative; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ProhibitiveImperative as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ProhibitiveImperative; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PurposePredicate	LANE-09	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	5	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PurposePredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PurposePredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PurposePredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
QuantifiedClassifierNP	LANE-06	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	12	9	2	2	1	23	12	22	8	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	4	4	0	CS160-N008;CS160-N101;CS160-N117;CS160-N007		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by QuantifiedClassifierNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses QuantifiedClassifierNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose QuantifiedClassifierNP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
QuantifiedPersonNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	2	10	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N120		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by QuantifiedPersonNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses QuantifiedPersonNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose QuantifiedPersonNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
QuantifiedTimeNP	LANE-06	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	5	4	3	1	0	13	7	10	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N015		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by QuantifiedTimeNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses QuantifiedTimeNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose QuantifiedTimeNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
QuantityNP	LANE-06	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	6	4	2	2	0	3	2	5	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N018		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by QuantityNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses QuantityNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose QuantityNP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
ReduplicatedVP	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	native_surface_acceptability_candidate_not_analysis_validated	2	2	1	1	0	3	11	4	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N114		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ReduplicatedVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ReduplicatedVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ReduplicatedVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
RelativeClauseNP	LANE-06	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	1	1	1	1	0	3	1	6	6	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N002		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by RelativeClauseNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses RelativeClauseNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose RelativeClauseNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
RepetitiveComplementVP	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	3	1	4	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N009;CS160-N037		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by RepetitiveComplementVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses RepetitiveComplementVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose RepetitiveComplementVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ReportedSpeech	LANE-08	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	6	5	2	2	0	7	12	8	15	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N107;CS160-N108		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ReportedSpeech; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ReportedSpeech as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ReportedSpeech; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
RestorativeComplementVP	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	3	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N036		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by RestorativeComplementVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses RestorativeComplementVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose RestorativeComplementVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ResultComplement	LANE-05	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	5	5	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N026		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ResultComplement; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ResultComplement as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ResultComplement; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ResultComplementVP	LANE-05	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	3	1	8	5	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N024;CS160-N025		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ResultComplementVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ResultComplementVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ResultComplementVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ResultStateClause	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ResultStateClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ResultStateClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ResultStateClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ScalarEvaluation	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	9	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ScalarEvaluation; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ScalarEvaluation as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ScalarEvaluation; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ScalarRangeFragment	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	6	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ScalarRangeFragment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ScalarRangeFragment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ScalarRangeFragment; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ScalarValueQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	11	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ScalarValueQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ScalarValueQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ScalarValueQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SchedulingQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SchedulingQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SchedulingQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SchedulingQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SeemingPerfectiveResultClause	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SeemingPerfectiveResultClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SeemingPerfectiveResultClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SeemingPerfectiveResultClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SerialVerbPurposeChain	LANE-09	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	5	1	23	7	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-P0-06		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SerialVerbPurposeChain; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SerialVerbPurposeChain as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SerialVerbPurposeChain; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SourceMotionClause	LANE-09	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	4	1	7	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	4	4	0	CS160-N052;CS160-N059;CS160-N050;CS160-N051		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SourceMotionClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SourceMotionClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SourceMotionClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SpeechTransferClause	LANE-08	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SpeechTransferClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SpeechTransferClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SpeechTransferClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
StativeNominalComplement	LANE-06	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	1	1	1	1	0	1	1	7	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N003		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by StativeNominalComplement; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses StativeNominalComplement as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose StativeNominalComplement; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
StativePredicate	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	11	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	6	9	14	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N121		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by StativePredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses StativePredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose StativePredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
SuggestionQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	low	quarantine_unexercised_runtime_path	lane_level	7	0	candidate_hits_unreviewed	1	1	1	1	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by SuggestionQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses SuggestionQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose SuggestionQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
